Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
HK,Halcon Resources Corporation,0.3049,37392817.7,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hk
HAL,Halliburton Company,44.12,37991842697,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/hal
HYH,"Halyard Health, Inc.",36.39,1698325994,n/a,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/hyh
HBI,Hanesbrands Inc.,25.96,9807640960,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/hbi
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",24.75,1071902354,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hasi
HOG,"Harley-Davidson, Inc.",52.38,9365399588,n/a,n/a,Consumer Non-Durables,Motor Vehicles,http://www.nasdaq.com/symbol/hog
HAR,"Harman International Industries, Incorporated",85.52,5967846693,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/har
HMY,Harmony Gold Mining Company Limited,3.83,1674857005,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/hmy
HRS,Harris Corporation,92.8,11527637901,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hrs
HSC,Harsco Corporation,10.02,803353129.3,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/hsc
HHS,"Harte-Hanks, Inc.",1.61,99030763.51,n/a,1993,Technology,Advertising,http://www.nasdaq.com/symbol/hhs
HGH,"Hartford Financial Services Group, Inc. (The)",31.74,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hgh
HIG,"Hartford Financial Services Group, Inc. (The)",40.98,15816950199,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hig
HIG.WS,"Hartford Financial Services Group, Inc. (The)",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hig.ws
HNR,Harvest Natural Resources Inc,0.58,29808217.82,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hnr
HVT,"Haverty Furniture Companies, Inc.",20.22,426732565.4,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hvt
HVT.A,"Haverty Furniture Companies, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hvt.a
HE,"Hawaiian Electric Industries, Inc.",30.35,3283740648,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/he
HE^U,"Hawaiian Electric Industries, Inc.",27.7,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/he^u
HCA,"HCA Holdings, Inc.",77.98,29526830676,n/a,2011,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hca
HCI,"HCI Group, Inc.",32.54,338037234.4,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hci
HCJ,"HCI Group, Inc.",25.7,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hcj
HCP,"HCP, Inc.",39.6,18516304541,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hcp
HDB,HDFC Bank Limited,73.55,61982706108,n/a,2001,Finance,Commercial Banks,http://www.nasdaq.com/symbol/hdb
HW,Headwaters Incorporated,17.71,1312470656,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/hw
HR,Healthcare Realty Trust Incorporated,35.57,4121225817,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hr
HTA,"Healthcare Trust of America, Inc.",33.99,4688667376,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hta
HLS,HealthSouth Corporation,41.32,3709313630,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hls
HLS.WS,HealthSouth Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hls.ws
HL,Hecla Mining Company,6.24,2411385232,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/hl
HL^B,Hecla Mining Company,58.51,0,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/hl^b
HEI,Heico Corporation,68.79,4626318805,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/hei
HEI.A,Heico Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hei.a
HLX,"Helix Energy Solutions Group, Inc.",7.69,866196770.7,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/hlx
HP,"Helmerich & Payne, Inc.",62.88,6795198946,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hp
HLF,Herbalife LTD.,62.19,5777842797,n/a,2004,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/hlf
HRI,Herc Holdings Inc.,36,1019186568,n/a,2016,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/hri
HTGC,"Hercules Capital, Inc.",13.71,1026124525,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/htgc
HTGX,"Hercules Capital, Inc.",26.24,0,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/htgx
HTGY,"Hercules Capital, Inc.",25.82,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/htgy
HTGZ,"Hercules Capital, Inc.",25.55,0,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/htgz
HRTG,"Heritage Insurance Holdings, Inc.",14.69,446959688.1,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hrtg
HT,Hersha Hospitality Trust,18.96,804421266.7,n/a,1999,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ht
HT^C,Hersha Hospitality Trust,26,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ht^c
HT^D,Hersha Hospitality Trust,25.7499,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ht^d
HSY,Hershey Company (The),98.09,20911758447,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/hsy
HTZ,"Hertz Global Holdings, Inc",51.77,4399695400,n/a,2016,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/htz
HES,Hess Corporation,52.55,16641237460,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/hes
HES^A,Hess Corporation,64.71,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hes^a
HPE,Hewlett Packard Enterprise Company,21.38,35527460072,n/a,2015,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/hpe
HXL,Hexcel Corporation,45.47,4205663394,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hxl
HF,"HFF, Inc.",27.48,1046509353,n/a,2007,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/hf
HGG,"HHGregg, Inc.",1.99,55318724.46,n/a,2007,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/hgg
HCLP,Hi-Crush Partners LP,16.32,908032184.6,n/a,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/hclp
NHF,Highland Funds I,22.18,354638459.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nhf
HIW,"Highwoods Properties, Inc.",53.28,5254037823,n/a,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hiw
HIL,"Hill International, Inc.",4.41,228212649,n/a,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/hil
HI,Hillenbrand Inc,32.3,2038471153,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/hi
HRC,Hill-Rom Holdings Inc,59.58,3900401781,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/hrc
HTH,Hilltop Holdings Inc.,22.75,2240948710,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hth
HLT,Hilton Worldwide Holdings Inc.,23.41,23170666882,n/a,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/hlt
HNI,HNI Corporation,55.64,2473465684,n/a,n/a,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/hni
HMLP,Hoegh LNG Partners LP,18.9,497299068,n/a,2014,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/hmlp
HEP,"Holly Energy Partners, L.P.",32.94,1946814840,n/a,2004,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/hep
HFC,HollyFrontier Corporation,25.82,4557738706,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/hfc
HD,"Home Depot, Inc. (The)",131.26,1.62181E+11,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/hd
HMC,"Honda Motor Company, Ltd.",30.84,55582423726,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/hmc
HON,Honeywell International Inc.,113.82,86602755281,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/hon
HMN,Horace Mann Educators Corporation,36.01,1446303515,n/a,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hmn
HZN,Horizon Global Corporation,18.76,341301036.4,n/a,2015,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/hzn
HTF,Horizon Technology Finance Corporation,25.72,297029066.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/htf
HRL,Hormel Foods Corporation,37.51,19850324184,n/a,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/hrl
HOS,Hornbeck Offshore Services,5.78,210026409.2,n/a,2004,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/hos
HST,"Host Hotels & Resorts, Inc.",16.81,12481119882,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hst
HLI,"Houlihan Lokey, Inc.",24.71,1649402557,n/a,2015,Finance,Investment Managers,http://www.nasdaq.com/symbol/hli
HOV,Hovnanian Enterprises Inc,1.98,291297855.4,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/hov
HHC,Howard Hughes Corporation (The),117.85,4694433954,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hhc
HPQ,HP Inc.,14.63,25030111228,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/hpq
HRG,"HRG Group, Inc.",15.8,3172377594,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hrg
HSBC,HSBC Holdings plc,38.19,1.51332E+11,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hsbc
HSBC^A,HSBC Holdings plc,25.85,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hsbc^a
HSEA,HSBC Holdings plc,27.71,0,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hsea
HSEB,HSBC Holdings plc,26.42,0,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hseb
HNP,"Huaneng Power International, Inc.",26.36,10017052687,n/a,1994,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/hnp
HUBB,Hubbell Inc,106.77,5907964842,n/a,2015,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/hubb
HUBS,"HubSpot, Inc.",56.31,1990345536,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/hubs
HBM,HudBay Minerals Inc,4.12,973274554.6,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/hbm
HBM.WS,HudBay Minerals Inc,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hbm.ws
HPP,"Hudson Pacific Properties, Inc.",33.78,4031364653,n/a,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/hpp
HGT,Hugoton Royalty Trust,2.0699,82796000,n/a,1999,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hgt
HUM,Humana Inc.,176.42,26298460123,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/hum
HII,"Huntington Ingalls Industries, Inc.",166.59,7794551523,n/a,n/a,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/hii
HUN,Huntsman Corporation,16.47,3922476737,n/a,2005,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hun
H,Hyatt Hotels Corporation,52.72,7013531128,n/a,2009,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/h
HY,"Hyster-Yale Materials Handling, Inc.",52.67,863058415.2,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/hy
IAG,Iamgold Corporation,4.18,1883774684,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/iag
IBN,ICICI Bank Limited,8.26,24014993616,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ibn
IDA,"IDACORP, Inc.",77.86,3924367614,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ida
IEX,IDEX Corporation,93.28,7101488860,n/a,1989,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/iex
IDT,IDT Corporation,14.85,341980694.6,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/idt
ITW,Illinois Tool Works Inc.,119.02,42247375977,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/itw
IMN,Imation Corporation,0.7882,29271751.49,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/imn
IMAX,Imax Corporation,29.5,1979826155,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/imax
IMPV,"Imperva, Inc.",45.58,1486451678,n/a,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/impv
IMPR,"Imprivata, Inc.",19.22,491516116,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/impr
IMS,"IMS Health Holdings, Inc.",29.95,9859980894,n/a,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/ims
ICD,"Independence Contract Drilling, Inc.",5.26,198020053.5,n/a,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/icd
IHC,Independence Holding Company,17.59,302036711.5,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/ihc
IFN,"India Fund, Inc. (The)",26.11,754278186.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifn
IBA,"Industrias Bachoco, S.A. de C.V.",52.47,2623500000,n/a,1997,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/iba
BLOX,Infoblox Inc.,22.85,1300202543,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/blox
INFY,Infosys Limited,16.09,36775842918,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/infy
HIFR,"InfraREIT, Inc.",19.29,844216645.6,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hifr
IND.CL,"ING Group, N.V.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ind.cl
ING,"ING Group, N.V.",12.79,49499644727,n/a,1997,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ing
INZ,"ING Group, N.V.",26.05,0,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/inz
ISF,"ING Group, N.V.",25.64,0,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/isf
ISG,"ING Group, N.V.",25.85,0,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/isg
ISP,"ING Group, N.V.",25.95,0,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/isp
IR,Ingersoll-Rand plc (Ireland),67.41,17391672616,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ir
NGVT,Ingevity Corporation,44.21,1861311913,n/a,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ngvt
IM,Ingram Micro Inc.,34.99,5236586815,n/a,1996,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/im
INGR,Ingredion Incorporated,138.73,10013808860,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ingr
IPHI,Inphi Corporation,40.95,1666012011,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/iphi
NSP,"Insperity, Inc.",66.96,1432641475,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/nsp
IBP,"Installed Building Products, Inc.",37.39,1177243780,n/a,2014,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/ibp
INST,"Instructure, Inc.",24.05,673062746.9,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inst
ITGR,Integer Holdings Corporation,25.12,773726269.6,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/itgr
I,Intelsat S.A.,2.85,308085000,n/a,2013,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/i
ICE,Intercontinental Exchange Inc.,282.53,33658882968,n/a,2005,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ice
IHG,Intercontinental Hotels Group,43.23,8506124147,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/ihg
IFF,"Internationa Flavors & Fragrances, Inc.",138.63,11033817334,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iff
IBM,International Business Machines Corporation,159,1.51979E+11,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/ibm
IGT,International Game Technology,23.76,4757803119,n/a,2015,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/igt
IP,International Paper Company,49.07,20177681404,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ip
IOC,InterOil Corporation,49.44,2470312267,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ioc
IPG,"Interpublic Group of Companies, Inc. (The)",23.01,9220283003,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/ipg
IPL^D,Interstate Power and Light Company,26.89,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipl^d
INXN,InterXion Holding N.V.,37.83,2666220570,n/a,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inxn
IL,"IntraLinks Holdings, Inc.",9.79,561247718.5,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/il
SNOW,"Intrawest Resorts Holdings, Inc.",16.84,669107054.3,n/a,2014,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/snow
IPI,"Intrepid Potash, Inc",1.47,112598573.4,n/a,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/ipi
XON,Intrexon Corporation,27.29,3229108271,n/a,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/xon
IVC,Invacare Corporation,12.48,405217962.2,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ivc
INVN,"InvenSense, Inc.",7.33,686740370,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/invn
VBF,Invesco Bond Fund,19.43,221056450.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vbf
VCV,Invesco California Value Municipal Income Trust,14.17,678132570.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vcv
VTA,Invesco Credit Opportunities Fund,11.77,872089722.7,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/vta
VLT,Invesco High Income Trust II,14.81,120233933.5,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/vlt
IVR,INVESCO MORTGAGE CAPITAL INC,16.18,1805419978,n/a,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ivr
IVR^B,INVESCO MORTGAGE CAPITAL INC,26.24,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivr^b
IVR^A,Invesco Mortgage Capital Inc.,25.46,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivr^a
OIA,Invesco Municipal Income Opportunities Trust,8.22,389837560.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oia
VMO,Invesco Municipal Opportunity Trust,14.69,990003860.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vmo
VKQ,Invesco Municipal Trust,14,774483178,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vkq
VPV,Invesco Pennsylvania Value Municipal Income Trust,13.74,327417934.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vpv
IVZ,Invesco Plc,31.49,12908258871,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ivz
IQI,Invesco Quality Municipal Income Trust,14.06,743546185.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iqi
VVR,Invesco Senior Income Trust,4.36,784957657.6,n/a,1998,n/a,n/a,http://www.nasdaq.com/symbol/vvr
VTN,Invesco Trust  for Investment Grade New York Municipal,15.57,302980647.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtn
VGM,Invesco Trust for Investment Grade Municipals,14.31,775963985.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vgm
IIM,Invesco Value Municipal Income Trust,17.04,801569438.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iim
ITG,"Investment Technology Group, Inc.",15.81,520267069.1,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/itg
IRET,Investors Real Estate Trust,6.61,800413155.9,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iret
IRET^,Investors Real Estate Trust,25.846,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iret^
IRET^B,Investors Real Estate Trust,26.47,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iret^b
NVTA,Invitae Corporation,8.54,275546951.5,n/a,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/nvta
IO,Ion Geophysical Corporation,5.63,66356418.6,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/io
IRM,Iron Mountain Incorporated,38.28,10077158054,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/irm
IRS,IRSA Inversiones Y Representaciones S.A.,19.49,1127840421,n/a,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/irs
ICL,Israel Chemicals Shs,4.2,5458758073,n/a,2014,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/icl
STAR          ,iStar Financial Inc.,10.75,765146525.8,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/star
STAR^D,iStar Financial Inc.,24.6101,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^d
STAR^E,iStar Financial Inc.,24.29,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^e
STAR^F,iStar Financial Inc.,24.365,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^f
STAR^G,iStar Financial Inc.,24.15,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^g
STAR^I,iStar Financial Inc.,24.425,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^i
ITCB,Ita? CorpBanca,13.16,4495515299,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itcb
ITUB,Itau Unibanco Banco Holding SA,11.41,1.0055E+11,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/itub
ITC,ITC Holdings Corp.,46.13,7075052897,n/a,2005,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/itc
ITT,ITT Inc.,35.82,3209472000,n/a,2011,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/itt
IVH,Ivy High Income Opportunities Fund,14.62,242209540,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/ivh
JPM,J P Morgan Chase & Co,67.25,2.42906E+11,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jpm
JPM.WS,J P Morgan Chase & Co,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm.ws
JPM^A,J P Morgan Chase & Co,26.67,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jpm^a
JPM^B,J P Morgan Chase & Co,28.49,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^b
JPM^D,J P Morgan Chase & Co,26.18,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^d
JPM^E,J P Morgan Chase & Co,27.74,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^e
JPM^F,J P Morgan Chase & Co,27.83,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^f
JPM^G,J P Morgan Chase & Co,27.87,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^g
JPM^H,J P Morgan Chase & Co,27.8599,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jpm^h
JAX,"J. Alexander&#39;s Holdings, Inc.",10.06,147883770.6,n/a,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jax
JCP,"J.C. Penney Company, Inc. Holding Company",9.81,3018827082,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/jcp
SJM,J.M. Smucker Company (The),139.58,16249621369,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/sjm
JBL,"Jabil Circuit, Inc.",21.58,4123627658,n/a,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/jbl
JEC,Jacobs Engineering Group Inc.,51.57,6262052119,n/a,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/jec
JHX,James Hardie Industries plc.,16.04,7147451268,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/jhx
JNS,"Janus Capital Group, Inc",14.56,2672423179,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/jns
JOF,Japan Smaller Capitalization Fund Inc,10.27,290989081.1,n/a,1990,n/a,n/a,http://www.nasdaq.com/symbol/jof
JCAP,"Jernigan Capital, Inc.",17.13,102159243.1,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/jcap
JKS,JinkoSolar Holding Company Limited,18.24,574411271,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/jks
JMP,JMP Group LLC,5.67,120232179.9,n/a,2007,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmp
JMPB,JMP Group LLC,25.61,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmpb
JMPC,JMP Group LLC,25.4,0,n/a,2014,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmpc
